,text,sentiment
3370,td bank aiming to launch apple pay support in mid december ios blog http t co j qrk snf ,1
1690,consumers demand more units of iphone and plus aapl http t co vun f bklp,1
1136, verenasu life d,1
2230,i ve sent my computer out to twice for repairs in the last month and each time it comes back with a new problem something isn t right,0
12, aapl lawsuit deleted songs from ipods without users according to guardian apple deleted http t co s usqrgoav,0
429, apple perhaps a less malleable metal for the shell of the ,1
1927,help s won t sync doesn t even give option w latest fixes i found no bueno ,0
2128,in the market to create more videos with my students http t co ban z bprq via ,1
518, apple hi a few days ago i purchase ringtones and non of them appear on my phone or purchased but they appear in my credit card,0
580, apple one of my iphone speakers just stopped working that s not cool send me the iphone and i will forgive you,0
557, apple loses appeal to trademark store in http t co cmfu qfvwy,0
425, apple an open letter to the companies support marriage equality civil http t co f uslrvbbc,1
928, mzhoov got a nigga in a turban why cant we have a sista in a headscarf ,1
2431,nice job would you like your kid to sit on this http t co xxrnhodyyg,1
3457,the stage is set at for vivien liu http t co hqnc s o,1
537, apple ical again it reset all my recurring in spite of months of individualizing each one per current date ,0
372, afrobugeisha you lol,1
2033,i don t undestand how website doesn t work on prod had to request paper bills ,0
3420,the best apps of year according http t co fp dlo ip,1
3450,the questions every should ask about http t co rsxt cmlz,1
1913,happily restored my faith in them today at their arndale store following my earlier complaint ,1
1959,hey my s keeps glitching ,0
1727,dear i place all my browser eggs in the basket guess what safari is broken please fix the release you pulled ,0
3641,why apple watch may be a luxury fashion hit aapl http t co e pox rnyx,1
1476,apple plans big india push with stores aapl http t co ,1
1283,apple fibonacci levels intraday update aapl http t co im xtpkfh ,1
173, apple pt to http t co ads dej ur via ,1
736, brock and r ll hey i look weird af,1
716, attcares i want to stay with me and don t get along,1
881, kodam and if fricking ever gets their act together we need blunderblock by ,0
3400,that moment when you re typing a tweet and the official client on your crashes gt ,0
1481,apple price to http t co qhdmdyribi ,1
2689,rt apple lower as analyst sees of sharp production cuts for iphone plus in q aapl http t co sqetceojpq,1
1358,apple iphone supply for its own stores aapl http t co nlsge qd s,0
2630,rt you good coverage w nofear,1
2234,jimmy iovine to apple have a hole in music now let me plug it http t co ,1
1020, sacca if was hard to charge for why is the most valuable company ,1
1906,ha ha just reported that the in at was more organized then the normal big crowds that they re use to ,0
1324,apple begins hiring for first belgian store in brussels mac blog http t co phybaifp x ,1
1444,apple is warming up social media apple is hiring a social media guru in l a will finally tweet her http t co duuhvgspb,1
3354,steve wozniak says starting in garage is a complete myth http t co jyatqxywha http t co eaboxjaofd,1
504, apple gets patent prevent cracked screens by rotating falling http t co hncqaorfkr via ,1
1570,attn buy these guys amp make what it should be heads for the exit http t co mcpfhvkilj via ,1
1935,here s favorite apps of http t co dsqcrmiwaq elevate is is game of the year http t co ny lokfqbk,1
3443,the most offensive thing is the lack of a trashcan emoji stop the discrimination ,0
1975,higher price are not helping shares forbes http t co zespz b yc,1
2195,is it to buy the dip in apple inc stock http t co ydix wzolp ,1
1725,dear thank you for inventing brightness dimmers for iphones because my hungover self could not handle it otherwise,1
279, verr cktes zum watch http t co pgcaslanza,1
244, nasdaq big fall fell on monday see whether follow up ,0
554, apple lawsuit could collapse as new comes to fore http t co w h jsdflq,1
1876,good grief could you all have a more sucky hold music queue playlist no offense but ewwwwww johnny cash into a rap song gross,0
951, onerepublic awsome,1
3274,rt wtf y all shit be cheap http t co jeoimq hna,0
987, onerepublic can do it ,1
909, mattnwells i just wish i could post my on using my flip phone,1
151, apple begins hiring retail positions in brussels ahead of first http t co http t co gjjdmt c b,1
2582,rt much completely broken shit in the world fucks sake and fuck you for the bullshit ,0
1860,fucking goddamn stupid ur too fucked up ,0
805, fundulz yeah i mean is super great,1
937, nickruz i can t i just got a new phone ,1
2076,i would like an rep to reach out to me and resolve the issue ,1
1129, uberfacts i can think of reasons not to if your on a s fuck ,0
1637,can we see the evidence please http t co ,1
2599,rt so with ios u can delete a contact but its not actually deleted fml fuck u ,0
2207,it took just one month for the to become the king of is king http t co maosn hrrs,1
668, apple yh news apple patent could prevent cracked iphones apple was awarded a patent for a gravity defying ha http t co hnuwafq si,1
949, onerepublic feet keeeppppp flyinggggg,1
2050,i hope no one ever cons me into getting another crappy product again,0
2505,please make a gold macbook ,1
1448,apple is warming up social media apple is hiring a social media guru in l a will finally tweet her http t co emy clqsd ,1
165, apple inc short interest down significantly in november http t co reutkybs ,1
2448,not cool not cool you just bait and switched me into paying for an upgrade to server after a upgd to ,0
1464,apple mass transit system for maps detailed in new patent aapl http t co yhwwoubr q,1
2210,it s why doesn t itunes support flac files i mean at least be able to covert em yall so fuckin petty ,0
2060,i need new emojis preferably some brown people an shxt like that ,1
711, apsvirginia special education staff working hard on behalf of our students with disabilities ed http t co hhsr vyoh,1
2298,love my best ever http t co nw l w b f http t co hau j y ,1
2359,my macbook pro boots with pink vertical stripes a gray screen then shutting down and repeating help http t co xz wb dm ,0
1946,hey are you even thinking about fixing your wifi issues ,0
2745,rt shares a slice with lovers http t co vv tzerokz,1
2152,ipads are changing the way children learn in the classroom http t co uhk cglb ,1
140, aapl ubs increases apple s iphone sales and eps http t co yxtphyn s,1
1282,apple fibonacci levels intraday update aapl http t co frmeck f q,1
1091, neil the problem is not the police but the govt as neal bootz points out so well http t co unaoal cop,1
3534,tryng to get back on snapchat but the app store isn t cooperating ,0
3740,your telling me there s no santa claus emoji ,0
566, apple my app store aint working y ,0
2481,our fda cleared smartphone connected thermometer is now at stores http t co mkehdadjk http t co j yh c z,1
352, shares a slice with lovers http t co vv tzerokz,1
3548,uk where to buy iphone iphone s iphone c iphone iphone s http t co n nzpr zul ,1
2345,more expensive products failing after less than months no warranty no recourse why is it we buy this junk again ,0
1379,apple inc is catching up on iphone supply but still lagging demand aapl http t co skvqxlndul,1
3577,way to stay relevant justice department cites th century federal law to get to unlock iphones http t co mptcggwzo ,1
3698,wtf synching notes or icloud pages is unusable it used to be easier ,0
6, aapl baba amp are having their amp day https t co ssk r hzba they fooling around not on their magic carpet next week s,1
1552,apple s pt raised by barclays to overweight rating http t co wcq xy kor aapl via ,1
3407,the and its billion impact on earnings in one year http t co ouzbvanyrh,1
3706,yall some hoes bruh http t co bbvtlfzzpk,0
1451,apple is warming up social media apple is hiring a social media guru in l a will finally tweet her http t co htjsnux vn,1
775, drewbsaunders also interestingly isn t apple ,1
2470,on december th learn an from any store in the world a spot today http t co oxkvj dx ,1
311, you get ms ping i get no connection http t co yrpsypxggi,0
3315,siri confirmed for gay communist atheist open your eyes http t co quflnjxw t,0
